@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.4603,3.0225,1.7385,17.8483,-0.9381,1.4163,8.9351,2.9892,17.7631,-0.3671,0.1316,2.9241,1.71,13.7103,-1.1082,3.102,7.4943,2.7376,13.7255,0.0057,0.325,3.4984,0.1484,10.7653,0.4566,0.0424,0.5816,1.0167,0.6351,1.748,1.0919,0.6246,0.3383,1.0337,0.4033,3.0557,1.1923,0.3902,1.8113,1.1987,-109.0973,0.6618,-60.233,-91.0144,0.7088,1.4161,0.6671,1.998,0.9412,0.4711,1.0048,1.3018,1.3004,1.2956,1.2942,0.9989,0.0077,4.5018,-0.0003,-0.0769,0.0008,0.2744,0.7031,0.2073,?,?,?,?,?,TASCA_GIACCA_ALTA
0.539,2.2092,1.4863,9.7451,-0.7415,0.7553,11.2421,3.3529,18.998,-0.3684,0.0077,1.7339,1.3168,7.0903,-0.935,2.5827,9.3762,3.0621,14.0171,0.0027,0.7136,69.6445,0.2087,97.5984,0.2924,0.003,0.4433,1.1287,0.4854,2.5463,1.095,0.43,0.1965,1.2741,0.2356,6.4836,1.199,0.1849,0.8113,1.2111,-108.631,1.4929,-133.9035,-89.6946,0.4031,1.5271,0.3981,3.7889,0.9878,0.2607,0.513,1.3744,0.6952,2.6794,1.3553,0.5058,0.0048,3.8114,0.3122,0.3289,0.3925,0.2666,0.673,0.0147,?,?,?,?,?,TASCA_GIACCA_ALTA
0.5149,2.7719,1.6649,12.6194,-0.9506,1.3525,9.6332,3.1037,17.973,-0.2736,0.2889,4.2671,2.0657,11.9669,-0.6008,3.0474,9.563,3.0924,15.4658,0.0039,0.3807,1.7821,0.169,4.6808,0.4438,0.0948,0.5364,0.806,0.5384,1.5025,1.0037,0.668,0.2877,0.6496,0.2899,2.2575,1.0073,0.4462,1.593,1.3693,-101.1461,0.8595,-63.4942,-73.8692,0.4584,0.8654,0.4167,1.8878,0.9089,0.4815,0.7021,1.0545,0.816,1.5019,1.1621,0.7738,0.0075,4.5372,0.1378,0.1791,0.1991,0.1834,0.7446,0.2549,?,?,?,?,?,TASCA_GIACCA_ALTA
0.5465,4.1276,2.0317,17.7129,-2.3583,1.6783,58.0698,7.6204,64.227,-0.2936,0.6095,30.3127,5.5057,42.4832,-0.4103,7.0378,46.4669,6.8167,57.6869,0.0187,0.3256,0.8967,0.0777,2.7537,0.2385,0.0866,0.2666,0.369,0.298,1.3841,1.1179,0.8077,0.0711,0.1362,0.0888,1.9157,1.2497,0.6523,0.8533,1.0063,-11.2975,1.1794,-13.24,-11.2263,0.1062,0.1751,0.0897,1.6482,0.8446,0.5124,0.2758,0.4169,0.3071,1.5118,1.1134,0.7364,0.0096,10.1709,-0.2663,-0.2171,-0.3075,0.662,0.7622,0.6351,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6021,5.4714,2.3391,15.6874,-0.8584,0.8572,9.9588,3.1558,18.6556,-0.8128,0.3258,18.6314,4.3164,22.6533,-1.1999,5.2541,7.6592,2.7675,15.8646,0.0521,0.7024,1.8479,0.1146,2.6308,0.1631,0.062,0.7412,0.5419,0.8452,0.7311,1.1403,1.5597,0.5494,0.2937,0.7144,0.5345,1.3002,2.4326,0.8663,0.5864,-8.3133,0.677,-9.5968,-14.1762,0.8203,0.8198,0.5044,0.9994,0.6149,0.6153,0.8409,0.6925,0.9888,0.8235,1.1759,1.4279,0.0055,7.9099,0.3721,0.0698,0.3096,-0.1693,0.2249,0.3216,?,?,?,?,?,TASCA_GIACCA_ALTA
0.8689,4.2679,2.0659,10.4326,-0.5384,0.8316,14.6402,3.8263,18.7562,-0.9494,0.4992,10.7234,3.2747,14.4461,-0.8263,5.0446,5.8788,2.4246,9.8765,0.0524,1.0449,1.7407,0.1722,1.6659,0.1648,0.0989,0.5399,0.6309,0.852,1.1684,1.5781,1.3506,0.2915,0.398,0.726,1.3653,2.4903,1.8241,0.3997,0.5586,-6.6817,1.3976,-16.7169,-11.9611,0.7048,0.8573,0.6506,1.2164,0.9231,0.7589,0.5562,0.7222,1.0563,1.2984,1.8991,1.4627,0.0066,7.4956,0.4473,0.0211,0.2101,-0.0054,0.2627,0.473,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0649,1.6591,1.2881,10.0415,-1.4463,1.3747,8.934,2.989,17.7528,-0.3758,0.1501,1.9638,1.4014,6.9186,-0.72,2.7658,6.8237,2.6122,13.3623,0.0085,0.0472,0.4326,0.0235,9.1608,0.497,0.0543,0.4309,0.9192,0.4931,2.1329,1.1442,0.5365,0.1857,0.8448,0.2431,4.5493,1.3093,0.2878,1.2242,2.0499,-51.9663,1.6744,-42.4476,-25.3502,0.3181,1.0204,0.3046,3.2078,0.9575,0.2985,0.5656,1.4514,0.7515,2.566,1.3286,0.5178,0.0071,3.9413,-0.0835,0.3494,-0.1529,0.5128,0.6875,0.2534,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0917,1.8179,1.3483,8.1498,-1.6111,1.4621,8.0205,2.8321,12.7916,-0.6365,0.1597,1.8753,1.3694,7.1592,-0.6201,3.0569,4.5405,2.1308,7.7813,0.0124,0.0627,0.5745,0.03,9.1567,0.4783,0.0522,0.4761,0.9846,0.6328,2.0681,1.3291,0.6427,0.2267,0.9694,0.4004,4.277,1.7664,0.413,1.0107,1.835,-51.3124,1.8156,-50.7687,-27.9626,0.3993,0.7063,0.3961,1.7688,0.992,0.5608,0.6371,1.1384,1.0474,1.7867,1.6439,0.9201,0.0076,4.3617,-0.0559,0.2771,-0.171,0.6243,0.519,0.1824,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0431,3.1223,1.767,14.7419,-1.3162,1.1016,8.5642,2.9265,19.8806,-1.0698,-0.0045,1.9959,1.4127,7.9052,-1.0363,2.8277,6.9021,2.6272,10.8821,0.0045,-0.0391,9.4907,-0.0153,-242.4378,0.3896,-0.0016,0.6038,1.2507,0.6726,2.0715,1.1139,0.5377,0.3646,1.5644,0.4524,4.291,1.2408,0.2892,0.8152,2.0822,-168.8767,2.5542,-207.153,-81.1036,0.6627,1.6395,0.5822,2.4742,0.8786,0.3551,0.7415,1.8648,1.3547,2.5149,1.8269,0.7264,0.0057,4.0721,-0.0376,0.3731,-0.2806,0.344,0.5123,-0.0562,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1059,6.0817,2.4661,16.8643,-2.6683,-0.4826,13.4607,3.6689,26.8446,-0.2988,0.1901,1.8198,1.349,10.7166,-0.3518,3.7006,7.9479,2.8192,24.479,0.0058,0.2195,-0.5572,-0.0286,-2.5383,-0.1304,0.0514,0.6722,1.8281,0.8748,2.7197,1.3014,0.4785,0.4518,3.3419,0.7652,7.3967,1.6936,0.229,1.9863,4.3983,-85.4067,2.2143,-42.998,-19.418,0.2224,0.5799,0.1867,2.6072,0.8394,0.322,0.6282,1.5737,0.6889,2.505,1.0966,0.4378,0.0027,5.619,-0.8603,-0.1428,-0.3363,0.3532,0.4206,0.527,?,?,?,?,?,TASCA_GIACCA_ALTA
0.003,3.2362,1.7989,8.8354,-1.06,-0.6693,9.9279,3.1509,15.5279,-1.2764,0.2144,1.6225,1.2738,9.6124,-1.1132,2.9714,6.4516,2.54,9.4666,0.0097,-0.0045,0.014,0.001,-3.1213,-0.2253,0.0722,0.5709,1.4123,0.7082,2.4737,1.2405,0.5015,0.326,1.9946,0.5016,6.119,1.5388,0.2515,0.5222,0.8978,-49.285,1.7194,-94.3869,-54.895,0.6288,0.9429,0.4487,1.4996,0.7136,0.4759,0.569,0.9192,0.9333,1.6154,1.6403,1.0154,0.0037,4.5066,-0.8597,-0.1178,0.0281,0.0241,-0.2179,0.2512,?,?,?,?,?,TASCA_GIACCA_ALTA
0.6856,4.7037,2.1688,11.0767,-0.76,0.0682,4.7309,2.1751,11.3938,-0.8064,0.6999,3.876,1.9688,10.9333,-0.4932,3.1744,4.198,2.0489,9.3872,0.0319,10.0454,0.9796,0.216,0.0975,0.0215,0.2205,0.9971,1.1016,1.0585,1.1048,1.0616,0.9609,0.9943,1.2135,1.1204,1.2206,1.1269,0.9233,0.9404,1.3246,-15.4453,1.4085,-16.4234,-11.66,0.9978,0.8595,0.649,0.8614,0.6505,0.7551,0.9722,1.0131,1.18,1.0421,1.2138,1.1647,0.0052,4.8981,-0.6491,0.2931,0.4317,0.3889,-0.0679,0.4126,?,?,?,?,?,TASCA_GIACCA_ALTA
-1.4407,7.8179,2.796,14.0292,-1.468,0.3894,14.3776,3.7918,22.7326,-0.7841,0.5861,3.6304,1.9053,10.1958,-0.579,4.4469,8.6217,2.9363,13.8807,0.0116,-3.6997,-2.4583,-0.324,0.6645,0.0876,0.1318,0.7374,1.4675,0.9522,1.9901,1.2914,0.6489,0.5438,2.1535,0.9068,3.9604,1.6676,0.4211,0.8352,2.2321,-51.156,2.6724,-61.2472,-22.9182,0.4461,0.8803,0.4048,1.9732,0.9073,0.4598,0.6171,1.376,1.0107,2.2296,1.6377,0.7345,0.0085,6.7229,0.2916,-0.4395,-0.5409,0.2304,-0.1337,0.4082,?,?,?,?,?,TASCA_GIACCA_ALTA
1.0562,11.3916,3.3751,18.9879,-0.365,0.9281,8.7253,2.9539,13.0118,-0.8285,0.9908,3.4847,1.8667,13.4961,-1.0849,4.6468,4.9675,2.2288,15.7414,0.0376,1.138,1.066,0.2273,0.9368,0.1997,0.2132,1.1426,1.8081,1.5143,1.5824,1.3253,0.8375,1.3056,3.2691,2.2932,2.5039,1.7565,0.7015,0.8611,0.7229,-8.2656,0.8395,-9.5986,-11.4337,1.9549,2.149,0.8505,1.0993,0.4351,0.3958,1.4593,1.4069,1.2062,0.9641,0.8266,0.8574,0.0091,6.9742,0.0821,0.0059,0.513,0.2467,0.3364,0.2215,?,?,?,?,?,TASCA_GIACCA_ALTA
1.6026,7.1577,2.6754,22.1534,-0.3834,0.8333,4.3182,2.078,9.3989,-0.6274,0.4224,3.066,1.751,10.7903,-0.8878,3.6095,4.9546,2.2259,17.1226,0.0199,1.923,3.7936,0.444,1.9727,0.2309,0.117,1.2875,1.5279,1.2019,1.1868,0.9336,0.7866,1.6576,2.3346,1.4447,1.4084,0.8716,0.6188,1.6945,1.21,-17.6938,0.7141,-10.4416,-14.623,2.7727,2.8016,0.9166,1.0104,0.3306,0.3272,2.357,2.0531,1.2938,0.8711,0.5489,0.6302,0.0096,5.6289,0.4933,-0.173,0.6712,0.5971,0.4691,0.0215,?,?,?,?,?,TASCA_GIACCA_ALTA
0.035,0.0123,0.1111,0.6837,-0.7366,-0.1263,0.0708,0.2661,1.2278,-1.4383,-0.0032,0.0095,0.0974,0.7322,-1.4514,0.2834,0.0295,0.1718,0.7107,0.0316,-0.277,-11.0469,0.1234,39.8862,-0.4457,-0.0112,0.4174,1.1402,0.6465,2.7319,1.5491,0.567,0.1742,1.3,0.418,7.4635,2.3998,0.3215,0.4004,0.6689,-12.4962,1.6706,-31.2118,-18.6824,0.7818,1.318,0.5364,1.6859,0.6861,0.407,0.5568,0.9337,0.962,1.6769,1.7277,1.0303,0.0007,0.3925,-0.3019,0.4735,0.2449,0.244,-0.6274,-0.1647,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0605,0.0254,0.1595,0.7438,-1.119,0.082,0.1085,0.3294,1.8641,-0.5493,0.0043,0.0276,0.1661,0.9822,-0.5144,0.3556,0.0455,0.2134,1.1806,0.0223,-0.7386,-13.936,-0.1703,18.8683,0.2305,0.0122,0.4841,0.96,0.7475,1.9829,1.5439,0.7786,0.2344,0.9216,0.5587,3.9319,2.3836,0.6062,0.5943,1.1773,-14.618,1.981,-24.5971,-12.4162,0.2917,0.5412,0.2907,1.8551,0.9964,0.5371,0.399,0.7573,0.63,1.8979,1.5789,0.8319,0.0006,0.5128,0.1523,0.5077,0.0778,0.3659,0.523,0.2786,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0443,0.0188,0.1372,0.761,-1.2971,-0.0952,0.0493,0.222,1.4281,-1.7156,-0.0012,0.0171,0.1306,0.8828,-1.6551,0.2538,0.0318,0.1782,1.0858,0.019,-0.4651,-38.4644,0.1744,82.7084,-0.3749,-0.0045,0.6182,1.0503,0.77,1.699,1.2457,0.7332,0.3822,1.1031,0.593,2.8865,1.5517,0.5376,0.4763,0.7809,-20.4842,1.6394,-43.0059,-26.2329,0.63,0.9964,0.2993,1.5816,0.4752,0.3004,0.5329,0.862,0.7009,1.6176,1.3153,0.8131,0.0006,0.383,0.1718,0.8012,-0.1165,0.3935,-0.6711,-0.2574,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0691,0.0151,0.1228,0.6848,-0.5975,-0.1188,0.0371,0.1927,1.1341,-1.914,-0.0007,0.0127,0.1125,0.6485,-1.2708,0.2486,0.022,0.1482,0.8066,0.0243,-0.582,-104.1626,0.2782,178.9693,-0.478,-0.0027,0.6375,1.0915,0.8285,1.7121,1.2996,0.7591,0.4064,1.1914,0.6864,2.9314,1.6889,0.5762,0.3438,0.7058,-12.7748,2.0526,-37.1539,-18.1007,1.1014,1.501,0.5186,1.3629,0.4708,0.3455,0.6038,1.056,0.849,1.7489,1.4061,0.804,0.0007,0.3725,-0.3064,0.3163,0.4042,0.3882,-0.5127,-0.1885,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0797,0.9851,0.9925,4.5931,-1.3109,-0.0592,1.1746,1.0838,5.6986,-1.0831,-0.0892,0.8442,0.9188,5.5068,-0.5186,1.513,0.7326,0.8559,3.9429,0.0289,1.3462,0.8936,-0.0527,0.6638,-0.0391,-0.0589,0.9158,1.0802,1.1596,1.1796,1.2662,1.0734,0.8386,1.1669,1.3446,1.3914,1.6033,1.1523,0.8794,1.3855,-22.1797,1.5756,-25.2224,-16.0083,0.7266,0.5481,0.4895,0.7544,0.6737,0.8931,0.806,0.8341,1.1649,1.0348,1.4453,1.3966,0.0008,2.2932,-0.3988,0.4943,-0.0778,0.3223,0.0751,0.1526,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0473,0.6926,0.8322,4.3824,-1.0821,-0.0374,1.1736,1.0833,5.4816,-0.9649,-0.0687,1.1663,1.08,6.1392,-0.7853,1.406,1.064,1.0315,4.3679,0.0219,-1.2671,-0.6889,0.0337,0.5437,-0.0266,-0.0489,0.7682,0.7706,0.8068,1.0031,1.0503,1.047,0.5901,0.5938,0.6509,1.0063,1.1031,1.0962,0.8461,0.8434,-23.2544,0.9968,-27.484,-27.5717,0.7545,0.6121,0.4713,0.8113,0.6247,0.77,0.7995,0.7138,1.0033,0.8929,1.255,1.4055,0.0005,2.2037,0.1408,-0.0545,-0.2433,0.8809,0.2121,0.1976,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0045,3.2598,1.8055,10.1721,-1.0895,-0.1705,6.6942,2.5873,14.8551,-1.2722,0.293,5.2032,2.2811,12.3281,-0.5208,3.28,4.5138,2.1246,8.4242,0.0611,-0.0264,0.0154,0.0014,-0.5822,-0.052,0.0893,0.6978,0.7915,0.8498,1.1343,1.2178,1.0737,0.487,0.6265,0.7222,1.2865,1.483,1.1527,0.6377,1.2564,-9.6667,1.9702,-15.1588,-7.6942,0.7446,0.6005,0.5425,0.8065,0.7286,0.9034,0.6848,0.8251,1.2075,1.205,1.7634,1.4634,0.0018,5.0257,-0.7101,0.1378,0.2634,0.4748,-0.2004,0.1473,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.3243,6.7282,2.5939,15.5863,-1.6826,1.6202,14.8719,3.8564,27.5098,-0.5326,0.9255,5.2116,2.2829,12.8643,-0.6579,4.4284,10.7876,3.2844,17.6101,0.0354,-0.2001,-0.3504,-0.0732,1.7507,0.3659,0.209,0.6726,1.1362,0.7897,1.6893,1.1741,0.6951,0.4524,1.291,0.6237,2.8536,1.3786,0.4831,1.0226,1.915,-15.1386,1.8727,-14.8042,-7.9054,0.3237,0.7488,0.3183,2.3133,0.9832,0.425,0.5666,1.2116,0.8851,2.1385,1.5622,0.7305,0.0102,6.4828,0.5221,-0.3708,-0.2409,-0.2485,0.4117,0.4151,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.177,3.4616,1.8605,11.7626,-0.7096,-0.2741,7.5824,2.7536,13.4983,-1.9541,0.3987,3.6535,1.9114,9.8113,-0.576,3.3615,3.663,1.9139,9.8017,0.0729,0.6458,-0.4439,-0.0527,-0.6874,-0.0815,0.1186,0.6757,0.9734,0.9721,1.4406,1.4387,0.9987,0.4565,0.9475,0.945,2.0754,2.07,0.9974,0.5468,1.3615,-6.3352,2.49,-11.5862,-4.6531,1.5058,1.1052,0.6508,0.734,0.4322,0.5888,0.8714,1.1989,1.2001,1.3758,1.3771,1.001,0.0028,5.131,-0.775,0.0006,0.4575,0.3102,-0.5972,-0.0327,?,?,?,?,?,TASCA_GIACCA_ALTA
0.0675,3.8942,1.9734,10.2889,-0.6364,1.2011,5.1065,2.2598,15.2098,-0.3062,0.1779,4.5843,2.1411,9.7555,-0.8046,3.3822,3.6248,1.9039,11.9912,0.0076,0.0562,0.3795,0.02,6.7515,0.3551,0.0526,0.8733,0.9217,1.0365,1.0554,1.1869,1.1246,0.7626,0.8495,1.0743,1.1139,1.4088,1.2647,1.1223,0.9199,-43.5427,0.8197,-38.7985,-47.3348,0.54,1.1631,0.5204,2.1541,0.9637,0.4474,0.6765,1.0547,0.858,1.5591,1.2684,0.8136,0.0065,5.0184,0.5038,-0.2192,0.2547,-0.1279,0.5219,0.2128,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0365,1.0557,1.0275,5.0382,-0.5218,-0.0554,2.5657,1.6018,7.8581,-0.7539,0.0151,2.4064,1.5512,7.1324,-0.734,2.2232,1.0897,1.0439,4.7749,0.0744,0.659,-2.413,-0.0164,-3.6618,-0.0249,0.0068,0.6415,0.6624,0.9843,1.0326,1.5344,1.486,0.4115,0.4387,0.9689,1.0662,2.3545,2.2083,0.5115,0.5722,-4.5017,1.1187,-8.8019,-7.8678,0.7389,0.8049,0.6418,1.0893,0.8685,0.7973,0.6411,0.7064,1.0551,1.1017,1.6457,1.4937,0.0004,3.4282,0.5642,-0.0047,0.3675,0.5907,0.3839,0.0713,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.0808,0.5032,0.7094,3.4162,-1.2344,0.2012,2.1527,1.4672,8.011,-0.9295,0.1393,1.1803,1.0864,5.7463,-0.9767,1.5455,1.5139,1.2304,4.9888,0.0206,-0.4017,-0.5802,-0.0523,1.4444,0.1302,0.0901,0.4835,0.6529,0.5765,1.3505,1.1924,0.883,0.2337,0.4263,0.3324,1.8238,1.4219,0.7796,0.489,0.6647,-17.9485,1.3593,-36.7019,-27.0014,0.3683,0.5259,0.3001,1.4282,0.815,0.5707,0.4264,0.5945,0.6848,1.3941,1.6058,1.1518,0.0013,2.4634,-0.7666,-0.6125,-0.3422,0.963,0.4045,0.3706,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1044,0.988,0.994,4.4143,-0.7896,-0.1619,3.623,1.9034,8.5124,-0.6724,-0.0351,2.7665,1.6633,6.5373,-0.7376,2.4255,1.5329,1.2381,5.7791,0.0927,0.6447,2.9726,-0.043,4.6111,-0.0668,-0.0145,0.5222,0.5976,0.8028,1.1444,1.5374,1.3434,0.2727,0.3571,0.6446,1.3096,2.3636,1.8048,0.5691,0.7019,-3.2984,1.2333,-5.7957,-4.6995,0.4846,0.6556,0.3872,1.3529,0.7991,0.5907,0.5186,0.6753,0.7638,1.3021,1.473,1.1312,0.0011,3.7643,0.5386,-0.0014,0.2595,0.769,0.1342,-0.028,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.1069,0.6754,0.8218,3.7416,-1.2237,0.0783,2.744,1.6565,6.9188,-1.023,0.0946,1.6522,1.2854,5.6917,-0.7577,2.0208,1.0144,1.0072,4.3796,0.0464,-1.3655,-1.1294,-0.0529,0.8271,0.0387,0.0468,0.4961,0.6394,0.816,1.2887,1.6447,1.2762,0.2461,0.4088,0.6658,1.6608,2.705,1.6287,0.5885,0.8392,-9.6653,1.426,-16.4241,-11.5175,0.492,0.5196,0.3664,1.0561,0.7447,0.7051,0.5408,0.6574,0.8543,1.2156,1.5798,1.2996,0.0009,3.2191,-0.6937,-0.4307,0.0913,0.9413,0.08,0.1415,?,?,?,?,?,TASCA_GIACCA_ALTA
1.5296,8.7997,2.9664,12.5078,-0.1966,-2.4904,33.0741,5.751,26.7405,-6.618,0.8249,11.7757,3.4316,19.4922,-0.4335,4.5998,41.7132,6.4586,24.7298,0.0051,-0.6142,1.8543,0.3325,-3.0191,-0.5414,0.1793,0.5158,0.8644,0.4593,1.6759,0.8904,0.5313,0.2661,0.7473,0.211,2.8087,0.7929,0.2823,0.0885,0.3486,-16.2836,3.9411,-184.067,-46.7048,2.9778,0.7687,0.4205,0.2581,0.1412,0.5471,0.4677,0.6417,0.5058,1.3719,1.0813,0.7882,0.0159,7.1109,-0.6285,0.4943,0.7958,-0.6241,-0.9326,0.6926,?,?,?,?,?,TASCA_GIACCA_BASSA
